country,year,population,pop_density,net_migration,migration_perc,iso3c,iso2c,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Albania,1980,2671997.0,97.5181386861314,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1979,2617832.0,95.5413138686131,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1978,2566266.0,93.6593430656934,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1977,2513546.0,91.7352554744526,-99.0,-3.938658771313515e-05,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1976,2458526.0,89.7272262773723,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1975,2404831.0,87.7675547445255,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1974,2350124.0,85.7709489051095,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1973,2296752.0,83.8230656934307,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1972,2243126.0,81.8659124087591,-99.0,-4.413483683038759e-05,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1971,2187853.0,79.8486496350365,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1970,2135479.0,77.9371897810219,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1969,2081695.0,75.9742700729927,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1968,2022272.0,73.8055474452555,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1967,1965598.0,71.7371532846715,-99.0,-5.036635161411438e-05,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1966,1914573.0,69.8749270072993,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1965,1864791.0,68.0580656934307,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1964,1814135.0,66.2093065693431,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1963,1762621.0,64.3292335766423,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1962,1711319.0,62.456897810219,-99.0,-5.785011444388802e-05,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1961,1659800.0,60.5766423357664,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1960,1608800.0,,,,ALB,AL,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tirane,19.8172,41.3317
Algeria,2018,42228429.0,17.7300750711665,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2017,41389198.0,17.3777146120063,-50002.0,-0.0012080929908330187,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2016,40551404.0,17.0259574932612,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2015,39728025.0,16.680252672416,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2014,38923687.0,16.3425424269652,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2013,38140132.0,16.0135581549623,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2012,37383887.0,15.6960402898721,-143268.0,-0.003832346272606698,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2011,36661444.0,15.3927145700202,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2010,35977455.0,15.1055341892902,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2009,35333881.0,14.8353224953185,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2008,34730608.0,14.5820316239388,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2007,34166972.0,14.3453827873739,-357340.0,-0.010458638242803606,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2006,33641002.0,14.1245484393763,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2005,33149724.0,13.9182799130048,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2004,32692163.0,13.7261678436773,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2003,32264157.0,13.5464647694543,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2002,31855109.0,13.3747214221536,-205228.0,-0.006442545840919898,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2001,31451514.0,13.2052675774854,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2000,31042235.0,13.0334272422683,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1999,30623406.0,12.8575772334512,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1998,30192754.0,12.6767632067312,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1997,29742979.0,12.4879201760058,-164413.0,-0.005527791953859094,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1996,29266405.0,12.2878252873949,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1995,28757785.0,12.0742755296548,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1994,28213774.0,11.8458664673726,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1993,27635515.0,11.603078001797,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1992,27028326.0,11.3481429543107,-128679.0,-0.0047608941819038296,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1991,26400479.0,11.0845344160152,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1990,25758869.0,10.8151473292635,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1989,25106190.0,10.5411127998858,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1988,24443467.0,10.2628611855198,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1987,23774284.0,9.98189726838362,-93302.0,-0.003924492531510097,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1986,23102389.0,9.69979468791724,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1985,22431502.0,9.41811532744968,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1984,21763575.0,9.13767875586756,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1983,21101875.0,8.85985665941707,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1982,20452902.0,8.58737813531284,-81020.0,-0.003961296054711454,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1981,19824301.0,8.32345302174041,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1980,19221665.0,8.0704296018877,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1979,18647815.0,7.82949230394585,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1978,18102266.0,7.60043749527656,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1977,17582904.0,7.3823775894934,-224833.0,-0.01278702312200533,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1976,17085801.0,7.17366337215649,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1975,16607707.0,6.97293029465853,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1974,16149025.0,6.78034756102681,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1973,15709825.0,6.59594456153904,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1972,15285990.0,6.41799272800558,-253436.0,-0.0165796261805745,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1971,14872250.0,6.244279392377,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1970,14464985.0,6.07328465743532,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1969,14061722.0,5.90397020665564,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1968,13663583.0,5.73680712420331,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1967,13275026.0,5.57366715090648,-121335.0,-0.009140095092845768,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1966,12902627.0,5.41731129342414,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1965,12550885.0,5.26962850688992,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1964,12221675.0,5.13140603088498,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1963,11912803.0,5.0017226901341,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1962,11619828.0,4.87871388144802,-282941.0,-0.024349844076865853,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1961,11336339.0,4.75968787525087,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1960,11057863.0,,,,DZA,DZ,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Algiers,3.05097,36.7397
American Samoa,2018,55465.0,277.325,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2017,55620.0,278.1,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2016,55741.0,278.705,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2015,55812.0,279.06,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2014,55791.0,278.955,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2013,55713.0,278.565,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2012,55667.0,278.335,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2011,55759.0,278.795,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2010,56079.0,280.395,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2009,56683.0,283.415,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2008,57492.0,287.46,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2007,58365.0,291.825,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2006,59107.0,295.535,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2005,59562.0,297.81,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2004,59681.0,298.405,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2003,59504.0,297.52,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2002,59080.0,295.4,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2001,58494.0,292.47,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,2000,57821.0,289.105,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1999,57053.0,285.265,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1998,56171.0,280.855,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1997,55221.0,276.105,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1996,54211.0,271.055,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1995,53161.0,265.805,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1994,52095.0,260.475,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1993,51020.0,255.1,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1992,49896.0,249.48,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1991,48685.0,243.425,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1990,47347.0,236.735,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1989,45894.0,229.47,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1988,44343.0,221.715,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1987,42740.0,213.7,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1986,41119.0,205.595,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1985,39519.0,197.595,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1984,37946.0,189.73,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1983,36412.0,182.06,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1982,34968.0,174.84,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1981,33701.0,168.505,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1980,32646.0,163.23,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1979,31845.0,159.225,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1978,31269.0,156.345,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1977,30838.0,154.19,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1976,30456.0,152.28,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1975,30052.0,150.26,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1974,29596.0,147.98,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1973,29100.0,145.5,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1972,28567.0,142.835,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1971,27984.0,139.92,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1970,27363.0,136.815,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1969,26703.0,133.515,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1968,25989.0,129.945,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1967,25248.0,126.24,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1966,24462.0,122.31,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1965,23672.0,118.36,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1964,22854.0,114.27,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1963,22034.0,110.17,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1962,21253.0,106.265,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1961,20602.0,103.01,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
American Samoa,1960,20123.0,,,,ASM,AS,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,Not classified,Pago Pago,-170.691,-14.2846
Andorra,2018,77006.0,163.842553191489,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2017,77001.0,163.831914893617,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2016,77297.0,164.46170212766,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2015,78011.0,165.98085106383,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2014,79213.0,168.53829787234,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2013,80774.0,171.859574468085,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2012,82427.0,175.376595744681,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2011,83747.0,178.185106382979,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2010,84449.0,179.678723404255,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2009,84463.0,179.708510638298,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2008,83862.0,178.429787234043,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2007,82684.0,175.923404255319,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2006,80993.0,172.325531914894,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2005,78867.0,167.802127659574,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2004,76244.0,162.221276595745,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2003,73182.0,155.706382978723,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2002,70049.0,149.040425531915,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2001,67341.0,143.278723404255,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,2000,65390.0,139.127659574468,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1999,64370.0,136.957446808511,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1998,64142.0,136.472340425532,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1997,64327.0,136.865957446809,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1996,64360.0,136.936170212766,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1995,63850.0,135.851063829787,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1994,62677.0,133.355319148936,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1993,60971.0,129.725531914894,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1992,58888.0,125.293617021277,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1991,56671.0,120.576595744681,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1990,54509.0,115.976595744681,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1989,52448.0,111.591489361702,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
Andorra,1988,50434.0,107.306382978723,,,AND,AD,Europe & Central Asia,,High income,Not classified,Andorra la Vella,1.5218,42.5075
